valence,arousal
5.446324,4.806161
5.4557247,4.8255687
5.4438596,4.830419
5.423418,4.8395123
5.4486227,4.8917894
5.436333,4.837164
5.4374003,4.8488994
5.47732,4.8421116
5.467284,4.8722196
5.460931,4.844754
5.478035,4.849684
5.427277,4.8287625
5.5785832,4.863437
5.507061,4.833041
5.578295,4.8432693
5.4652295,4.862088
5.53639,4.8598213
5.527645,4.8342905
5.4912205,4.8351946
5.4721327,4.8907294
5.5076666,4.8687735
5.50661,4.892674
5.475034,4.840604
5.4264407,4.85427
5.496259,4.845743
5.5614853,4.8494473
5.519617,4.8118067
5.5299025,4.8094177
5.5068374,4.8143606
5.4925184,4.864599
5.5314083,4.8723507
5.4957724,4.9067645
5.47612,4.9067645
5.425766,4.882689
5.4176908,4.8795295
5.411441,4.86029
5.5661097,4.8864107
5.5733647,4.906428
5.613718,4.884297
5.5501447,4.884297
5.4804125,4.8838024
5.5482516,4.883466
5.625959,4.910296
5.5623856,4.8795295
5.6198354,4.8738503
5.529284,4.8842654
5.560283,4.942141
5.5369186,4.9202223
5.6295066,4.912952
5.558367,4.8904843
5.560283,4.9246798
5.5481935,4.8727045
5.6172676,4.8904843
5.487386,4.8781977
5.550208,4.883466
5.5268064,4.8821034
5.565414,4.912952
5.579398,4.912952
5.543314,4.8703814
5.5319815,4.8926606
5.538484,4.9019074
5.5625415,4.9059334
5.5154757,4.87671
5.5438085,4.880931
5.5697775,4.884971
5.5655704,4.891848
5.531925,4.852612
5.493172,4.8814816
5.5635123,4.8371716
5.6432166,4.8542047
5.535594,4.7989917
5.630511,4.8728647
5.5468397,4.8595896
5.544913,4.8864126
5.5495863,4.8541894
5.5189657,4.8552933
5.5152035,4.84643
5.5536313,4.8552933
5.4473553,4.8435054
5.5584,4.859724
5.5309477,4.8376236
5.551905,4.841944
5.5121794,4.8821917
5.583693,4.895707
5.5933814,4.9173646
5.5796857,4.8744745
5.577648,4.8688087
5.5812616,4.8253493
5.5803046,4.8611255
5.5933814,4.8789053
5.5504103,4.8649044
5.5309696,4.853505
5.579862,4.8540177
5.530706,4.851956
5.5628805,4.8496275
5.580945,4.834869
5.6681213,4.876526
5.5242906,4.834869
5.607407,4.8792806
5.592559,4.8353515
5.6026874,4.923029
5.592559,4.841944
5.6591206,4.9231167
5.5556216,4.853505
5.6783204,4.8552933
5.5822024,4.885349
5.657129,4.827837
5.586056,4.8465023
5.5961847,4.8486853
5.556298,4.8733172
5.5982633,4.8809886
5.5629854,4.8608036
5.562574,4.8580084
5.5727453,4.8508925
5.5699635,4.8465023
5.5961847,4.85097
5.570698,4.8535776
5.691576,4.8574996
5.5621047,4.790047
5.657129,4.853069
5.5754495,4.8832827
5.616506,4.835842
5.605631,4.8731008
5.6780796,4.847539
5.5608473,4.8640966
5.6787477,4.8523946
5.6015596,4.849781
5.631852,4.8830833
5.6071663,4.877859
5.5694404,4.87478
5.6796923,4.8498583
5.596021,4.8685274
5.684214,4.8462753
5.5437355,4.8631945
5.608268,4.858399
5.521887,4.8778353
5.608268,4.882039
