valence,arousal
5.14394,4.709581
5.1818814,4.651563
5.191106,4.485054
5.167279,4.5740023
5.188699,4.5673857
5.2208233,4.5658636
5.2202034,4.5496435
5.1224513,4.5617647
5.2320714,4.56981
5.1696324,4.625331
5.175251,4.644075
5.1697197,4.685233
5.2090487,4.681458
5.151116,4.6958084
5.2090487,4.672642
5.2090487,4.689815
5.2090487,4.675354
5.151116,4.700326
5.143655,4.699001
5.1503544,4.678285
5.2405624,4.531314
5.2364035,4.46217
5.171868,4.6636696
5.200749,4.6371517
5.200749,4.6220565
5.1581593,4.620823
5.200749,4.618425
5.1511607,4.6348786
5.2409053,4.5724773
5.1903706,4.5974526
5.212024,4.5236244
5.1964374,4.5960884
5.212024,4.6010585
5.215384,4.5375795
5.215384,4.536421
5.1485615,4.519427
5.175316,4.546603
5.193376,4.6474433
5.2442026,4.4294505
5.2600236,4.4120083
5.206879,4.560867
5.1958876,4.6823153
5.2035193,4.6216097
5.18483,4.613464
5.1988482,4.511249
5.2444367,4.40711
5.1988482,4.457586
5.18178,4.62049
5.1583214,4.481088
5.165018,4.571087
5.180966,4.5935636
5.1836424,4.6250525
5.1702743,4.481366
5.197604,4.557478
5.1601825,4.7069373
5.1684227,4.5594087
5.1905613,4.5409966
5.2153034,4.5226784
5.1712446,4.412037
5.1629715,4.414039
5.2074695,4.4421263
5.208486,4.3384433
5.1530266,4.477033
5.143951,4.5653424
5.0937295,4.588926
5.1159735,4.40255
5.151607,4.542208
5.140228,4.541803
5.1153774,4.6094794
5.1296153,4.5273027
5.143324,4.5273027
5.132975,4.419387
5.2068424,4.3527045
5.2068424,4.348759
5.143324,4.525136
5.1310544,4.54267
5.148123,4.474184
5.144763,4.5433574
5.173644,4.527848
5.150127,4.5317035
5.150127,4.503011
5.139778,4.417631
5.1534867,4.412063
5.146045,4.4098544
5.1651855,4.5164027
5.158615,4.537335
5.181799,4.47729
5.180991,4.4952207
5.1447616,4.5471797
5.2101555,4.5322685
5.1601353,4.3852143
5.242731,4.230989
5.188699,4.210605
5.2270274,4.244384
5.162492,4.471518
5.17122,4.4527316
