valence,arousal
4.9188027,4.8673863
4.9135113,4.9614453
4.886182,4.8757405
4.886182,4.8713064
4.910405,4.8439364
4.886182,4.8917603
4.9139915,4.8385344
4.886662,4.8863583
4.9135113,4.8385344
4.886182,4.8757405
4.910405,4.8473115
4.9176254,4.94933
4.9134636,4.90626
4.9134636,4.906924
4.906061,4.8597827
4.92238,4.8335404
4.9046516,4.8396506
4.917844,4.7954645
4.902967,4.83629
4.9147377,4.9187107
4.9200425,4.8819184
4.944143,4.7753344
4.9436626,4.8480353
4.9574323,4.7680774
4.9483757,4.7680774
4.9483757,4.806172
4.946127,4.8453345
4.946127,4.9207153
4.9483757,4.770359
4.9483757,4.747653
4.953441,4.838611
4.949318,4.88982
4.9573383,4.770577
4.956858,4.7924113
4.953752,4.767216
4.956858,4.869985
4.9904203,4.9017525
4.9909005,4.9017525
4.9685197,4.953304
4.9681454,5.0720606
4.9681454,5.117227
4.9681454,5.068182
4.96841,5.1249475
4.9723516,4.989533
4.969997,5.0304894
4.97412,4.9304833
4.9722457,4.8471646
4.9696198,4.8545723
4.9794216,4.8439546
4.949907,4.8439546
4.949907,4.8439546
4.949907,4.840598
4.949907,4.840598
4.946462,4.8857327
4.9495683,4.875115
4.948711,4.86259
4.952297,4.8320904
4.9541717,4.9270873
4.95758,4.817241
4.9645824,4.867983
4.974916,4.9119177
4.9785023,4.904688
4.975396,4.88008
4.9753003,4.88282
4.9768286,4.9251976
4.9768286,4.9251976
4.994817,4.892201
4.992462,4.945196
4.977454,4.848817
4.9666405,4.856236
4.959638,4.856236
4.9461045,5.06753
4.9502277,4.968515
4.9483533,4.844386
4.9502277,4.979896
4.947873,4.9152193
4.9497476,4.9011292
4.945247,4.8178105
4.949069,4.898294
4.9486947,5.007077
4.949549,4.9089117
4.945963,4.816212
4.9468203,4.9227962
4.957654,4.933414
4.957654,4.920138
4.9980707,4.84619
4.9980707,4.8377805
4.982437,4.8084483
4.985169,4.9327574
4.9874177,4.9096146
4.983535,4.826296
4.990113,4.826296
4.987864,4.9434977
4.9832807,4.8494387
4.984138,4.8554387
4.988261,4.9377017
4.986867,4.9262323
4.9832807,4.7500997
4.9860125,4.9367023
4.9640193,4.9710293
4.9640193,4.89299
4.966268,4.8698473
4.966268,4.8718204
4.969374,4.8524256
4.995783,4.8524256
4.9711227,4.9357443
4.9680166,4.8684454
