valence,arousal
4.823107,5.392078
4.823107,5.392078
4.823107,5.392078
4.823107,5.392078
4.823107,5.392078
4.823107,5.392078
4.823107,5.392078
4.823107,5.392078
4.823107,5.406419
4.823107,5.392078
4.823107,5.392078
4.823107,5.392078
4.823107,5.392078
4.823107,5.392078
4.823107,5.392078
4.823107,5.392078
4.788804,5.4478006
4.788804,5.5256376
4.788804,5.5722985
4.788804,5.5722985
4.788804,5.5722985
4.788804,5.5722985
4.773769,5.5722985
4.788804,5.5722985
4.788804,5.5722985
4.788804,5.5169106
4.760832,5.6143985
4.773769,5.5722985
4.756931,5.5722985
4.788804,5.5722985
4.788804,5.5169106
4.788804,5.5169106
4.788804,5.4692483
4.788804,5.5169106
4.788804,5.5169106
4.788804,5.5722985
4.788804,5.5169106
4.788804,5.5169106
4.788804,5.4692483
4.773769,5.5722985
4.760832,5.6143985
4.760832,5.6143985
4.760832,5.6025195
4.773769,5.5722985
4.788804,5.5722985
4.788804,5.4692483
4.788804,5.5722985
4.788804,5.5169106
4.7371693,5.592797
4.773769,5.5722985
4.788804,5.5722985
4.788621,5.67642
4.788621,5.698734
4.7371693,5.592797
4.788804,5.5722985
4.773769,5.5722985
4.7371693,5.592797
4.7371693,5.6025195
4.788621,5.698734
4.788621,5.698734
4.788621,5.698734
4.7371693,5.640811
4.788621,5.6583323
4.788621,5.698734
4.788621,5.698734
4.788621,5.698734
4.788621,5.698734
4.7371693,5.6025195
4.760832,5.6143985
4.773769,5.5722985
4.760832,5.6143985
4.7371693,5.592797
4.773769,5.5722985
4.773769,5.5722985
4.788621,5.698734
4.788621,5.67642
4.788621,5.698734
4.788621,5.6583323
4.788621,5.698734
4.788621,5.698734
4.7371693,5.6025195
4.788804,5.5722985
4.788804,5.4844995
4.788804,5.5810256
4.788621,5.69618
4.7371693,5.622279
4.788804,5.5810256
4.773769,5.5810256
4.788804,5.5810256
4.788804,5.5810256
4.788804,5.5810256
4.788804,5.5810256
4.7371693,5.592058
4.773769,5.5810256
