valence,arousal
6.150078,5.394244
6.263784,5.5340633
6.5016866,5.5484347
6.5016866,5.5484347
6.204143,5.5241227
6.1106505,5.3764415
6.1762094,5.496033
6.1762094,5.510673
6.5016866,5.5484347
6.219765,5.5241227
6.263784,5.5340633
6.1762094,5.4637794
6.1762094,5.510673
6.1762094,5.4637794
6.0764165,5.3764415
6.0764165,5.3764415
6.1762094,5.4800196
6.263784,5.5340633
6.1106505,5.3764415
6.1762094,5.5241227
6.1762094,5.510673
6.1762094,5.394244
6.219765,5.5340633
6.279406,5.5340633
6.204143,5.5340633
6.5016866,5.5484347
6.2894616,5.5340633
6.2298207,5.5340633
6.201887,5.4800196
6.201887,5.414733
6.136328,5.3764415
6.201887,5.510673
6.201887,5.3764415
6.2175093,5.4013405
6.2298207,5.5241227
6.201887,5.394244
6.201887,5.4013405
6.2298207,5.5340633
6.201887,5.394244
6.201887,5.4637794
6.136328,5.3534646
6.2175093,5.3712673
6.2298207,5.484578
6.136328,5.3079886
6.136328,5.3079886
6.201887,5.461188
6.2298207,5.484578
6.201887,5.461188
6.201887,5.3734026
6.201887,5.3473387
6.201887,5.4358416
6.1831274,5.3473387
6.0833344,5.329536
6.1175685,5.329536
6.1175685,5.329536
6.1831274,5.3734026
6.1175685,5.329536
6.1175685,5.329536
6.1831274,5.3473387
6.1831274,5.3734026
6.1175685,5.329536
6.1831274,5.482735
6.1831274,5.482735
6.1831274,5.3473387
6.1175685,5.329536
6.1831274,5.3473387
6.1175685,5.329536
6.1831274,5.329536
6.0833344,5.329536
6.1331906,5.329536
6.1331906,5.329536
6.1987495,5.3734026
6.1987495,5.3473387
6.1831274,5.496185
6.1831274,5.329536
6.1831274,5.3819604
6.1831274,5.3558965
6.1831274,5.491293
6.20859,5.3558965
6.161791,5.3380938
6.2273498,5.347928
6.242972,5.3819604
6.177413,5.3380938
6.2273498,5.347928
6.2273498,5.3558965
6.20859,5.4443994
6.20859,5.3988695
6.143031,5.355003
6.20859,5.3728056
6.1586533,5.355003
6.143031,5.355003
6.20859,5.355003
6.20859,5.3728056
6.20859,5.3728056
6.20859,5.508202
6.20859,5.493562
6.143031,5.355003
6.143031,5.355003
6.20859,5.3728056
6.174157,5.355003
6.174157,5.355003
6.174157,5.3380938
6.174157,5.3380938
6.239716,5.3558965
6.2676497,5.5146832
6.3272905,5.5146832
6.239716,5.3380938
6.239716,5.3558965
6.239716,5.3819604
6.174157,5.329536
6.174157,5.329536
6.224212,5.482735
6.174157,5.329536
6.239716,5.3473387
6.239716,5.4358416
6.2676497,5.5061255
6.239716,5.482735
6.239716,5.4070244
6.239716,5.3473387
6.252146,5.5061255
6.224212,5.4358416
6.224212,5.482735
6.174157,5.329536
6.20859,5.3734026
6.2961645,5.5061255
6.2365236,5.5061255
6.20859,5.3734026
6.2365236,5.5061255
6.2961645,5.5061255
6.412066,5.520497
6.2961645,5.5061255
6.412066,5.520497
6.4553056,5.520497
6.534067,5.520497
6.534067,5.520497
6.2961645,5.5061255
6.412066,5.520497
6.412066,5.520497
6.2365236,5.5061255
6.2961645,5.5061255
6.5496893,5.520497
6.2961645,5.5061255
6.4553056,5.520497
6.534067,5.520497
6.534067,5.5290546
6.534067,5.5290546
6.2961645,5.5146832
6.534067,5.5290546
6.534067,5.5290546
6.534067,5.5290546
6.534067,5.520497
6.412066,5.520497
6.534067,5.520497
6.534067,5.520497
6.534067,5.520497
6.5496893,5.520497
6.3117867,5.5061255
6.534067,5.520497
6.534067,5.520497
6.534067,5.520497
6.534067,5.520497
6.534067,5.520497
6.534067,5.520497
6.534067,5.520497
6.5496893,5.520497
6.534067,5.520497
6.534067,5.520497
6.534067,5.520497
6.534067,5.520497
6.534067,5.520497
6.534067,5.520497
6.534067,5.520497
6.534067,5.520497
6.534067,5.520497
6.534067,5.520497
6.5496893,5.520497
6.5496893,5.520497
6.534067,5.520497
6.5496893,5.520497
6.5612273,5.520497
6.5720725,5.520497
6.5876946,5.520497
6.5720725,5.520497
6.578267,5.520497
6.6021876,5.520497
6.6021876,5.520497
6.6021876,5.520497
6.6021876,5.520497
6.6021876,5.520497
6.6021876,5.520497
6.6209474,5.520497
6.6209474,5.520497
6.6365695,5.5075073
6.6365695,5.5075073
6.6209474,5.5075073
6.6209474,5.5075073
6.6209474,5.5340157
6.6209474,5.5340157
6.6365695,5.5569925
6.6209474,5.573902
6.6209474,5.573902
6.6209474,5.573902
6.6312537,5.6001053
6.6365695,5.6001053
6.6365695,5.6001053
6.6209474,5.6001053
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6365695,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6365695,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6365695,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.588215
6.6209474,5.575754
6.6365695,5.575754
6.6209474,5.575754
6.6209474,5.575754
6.6209474,5.575754
6.6209474,5.575754
6.6209474,5.575754
6.6209474,5.575754
6.6209474,5.575754
6.6365695,5.575754
6.6365695,5.5700917
6.6209474,5.5700917
6.6209474,5.5700917
6.6209474,5.5700917
6.6520734,5.5700917
6.6520734,5.5700917
6.6520734,5.5700917
6.6520734,5.5700917
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6365695,5.575754
6.6365695,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6365695,5.575754
6.6365695,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6365695,5.575754
6.6365695,5.575754
6.6520734,5.575754
6.6520734,5.575754
6.6259413,5.575754
6.6392746,5.575754
6.4994016,5.5700917
6.4838977,5.580777
6.5846667,5.5402718
6.6259413,5.558774
6.6259413,5.558774
6.5962124,5.558774
6.6520734,5.558774
6.6520734,5.558774
6.6259413,5.558774
6.6520734,5.558774
6.6104374,5.558774
6.6365695,5.558774
6.517609,5.558774
6.4994016,5.558774
6.4994016,5.558774
6.6365695,5.558774
6.6365695,5.5402718
6.6520734,5.5402718
6.6520734,5.5402718
6.6520734,5.5402718
6.6365695,5.5402718
6.6365695,5.517296
6.6365695,5.5066104
6.6520734,5.480101
6.6520734,5.480101
6.6365695,5.4857635
6.6520734,5.4857635
6.6520734,5.507311
6.6520734,5.507311
6.6520734,5.507311
6.61781,5.507311
6.6333137,5.507311
6.6333137,5.507311
6.6333137,5.507311
6.6333137,5.507311
6.6333137,5.507311
6.6333137,5.507311
6.6333137,5.507311
6.6333137,5.507311
6.6333137,5.507311
