valence,arousal
5.3723617,4.672133
5.3723617,4.6746078
5.3723617,4.6746078
5.3723617,4.6746078
5.3723617,4.6746078
5.3723617,4.6746078
5.454693,4.6746078
5.3723617,4.6746078
5.3723617,4.6746078
5.3723617,4.6746078
5.3723617,4.6746078
5.3723617,4.6746078
5.3723617,4.6746078
5.3723617,4.6746078
5.3723617,4.6746078
5.3723617,4.6746078
5.3723617,4.659393
5.3723617,4.659393
5.3723617,4.659393
5.3723617,4.656918
5.3723617,4.656918
5.3723617,4.656918
5.3723617,4.656918
5.3723617,4.6514773
5.3723617,4.6514773
5.3723617,4.6514773
5.3980393,4.6514773
5.3980393,4.6514773
5.3980393,4.6514773
5.3980393,4.6514773
5.3980393,4.6514773
5.3980393,4.6514773
5.3980393,4.6514773
5.3980393,4.6514773
5.3980393,4.6514773
5.3980393,4.6514773
5.3980393,4.6514773
5.3980393,4.6514773
5.3980393,4.6455135
5.3980393,4.6455135
5.3980393,4.6455135
5.3980393,4.6455135
5.3980393,4.6455135
5.3980393,4.6455135
5.3980393,4.6455135
5.3980393,4.6455135
5.3980393,4.683805
5.3980393,4.6455135
5.3980393,4.6455135
5.3980393,4.638609
5.3980393,4.638609
5.3980393,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.4803705,4.6387186
5.4803705,4.6387186
5.4803705,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.4803705,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.4803705,4.6387186
5.4803705,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.3980393,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4531035,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.6183295,4.8053246
5.5058336,4.6452427
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.6387186
5.4235024,4.638609
5.4235024,4.6455135
5.4235024,4.6455135
5.4235024,4.6455135
5.4235024,4.6514773
5.4235024,4.6514773
5.4235024,4.6514773
5.4235024,4.6514773
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.5058336,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.5058336,4.656918
5.5058336,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.6952095
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.656918
5.4235024,4.672133
5.4235024,4.6890817
5.4235024,4.6890817
5.4235024,4.6890817
5.4235024,4.6890817
5.4235024,4.6890817
5.4235024,4.6890817
5.4235024,4.6890817
